id,date,warehouse_id,item_id,stock_in,stock_out,closing_stock,is_anomaly,anomaly_type,entry_source,entered_by
4241,2026-07-14,WH-BLR-01,ITM-HDD-01,0,1,58,0,none,simulated,system_sim
4242,2026-07-14,WH-BLR-01,ITM-CHG-01,0,10,136,0,none,simulated,system_sim
4243,2026-07-14,WH-BLR-01,ITM-CBL-01,0,5,286,0,none,simulated,system_sim
4244,2026-07-14,WH-CHN-01,ITM-CPU-01,0,0,43,0,none,simulated,system_sim
4245,2026-07-14,WH-CHN-01,ITM-GPU-01,0,0,29,0,none,simulated,system_sim
4246,2026-07-14,WH-CHN-01,ITM-RAM-01,0,10,64,0,none,simulated,system_sim
4247,2026-07-14,WH-CHN-01,ITM-SSD-01,0,1,89,0,none,simulated,system_sim
4248,2026-07-14,WH-CHN-01,ITM-HDD-01,0,0,58,0,none,simulated,system_sim
4249,2026-07-14,WH-CHN-01,ITM-CHG-01,0,10,133,0,none,simulated,system_sim
4250,2026-07-14,WH-CHN-01,ITM-CBL-01,0,1,289,0,none,simulated,system_sim
4251,2026-07-14,WH-BOM-01,ITM-CPU-01,0,0,44,0,none,simulated,system_sim
4252,2026-07-14,WH-BOM-01,ITM-GPU-01,0,2,27,0,none,simulated,system_sim
4253,2026-07-14,WH-BOM-01,ITM-RAM-01,0,4,66,0,none,simulated,system_sim
4254,2026-07-14,WH-BOM-01,ITM-SSD-01,0,0,88,0,none,simulated,system_sim
4255,2026-07-14,WH-BOM-01,ITM-HDD-01,0,2,55,0,none,simulated,system_sim
4256,2026-07-14,WH-BOM-01,ITM-CHG-01,0,4,138,0,none,simulated,system_sim
4257,2026-07-14,WH-BOM-01,ITM-CBL-01,0,3,296,0,none,simulated,system_sim
4258,2026-07-14,WH-DEL-01,ITM-CPU-01,0,2,41,0,none,simulated,system_sim
4259,2026-07-14,WH-DEL-01,ITM-GPU-01,0,0,29,0,none,simulated,system_sim
4260,2026-07-14,WH-DEL-01,ITM-RAM-01,0,2,63,0,none,simulated,system_sim
4261,2026-07-14,WH-DEL-01,ITM-SSD-01,0,0,88,0,none,simulated,system_sim
4262,2026-07-14,WH-DEL-01,ITM-HDD-01,0,0,58,0,none,simulated,system_sim
4263,2026-07-14,WH-DEL-01,ITM-CHG-01,0,2,147,0,none,simulated,system_sim
4264,2026-07-14,WH-DEL-01,ITM-CBL-01,0,4,286,0,none,simulated,system_sim
4265,2026-07-14,WH-CCU-01,ITM-CPU-01,0,0,45,0,none,simulated,system_sim
4266,2026-07-14,WH-CCU-01,ITM-GPU-01,0,2,26,0,none,simulated,system_sim
4267,2026-07-14,WH-CCU-01,ITM-RAM-01,0,10,58,0,none,simulated,system_sim
4268,2026-07-14,WH-CCU-01,ITM-SSD-01,0,0,89,0,none,simulated,system_sim
4269,2026-07-14,WH-CCU-01,ITM-HDD-01,0,1,59,0,none,simulated,system_sim
4270,2026-07-14,WH-CCU-01,ITM-CHG-01,0,8,135,0,none,simulated,system_sim
4271,2026-07-14,WH-CCU-01,ITM-CBL-01,0,7,290,0,none,simulated,system_sim
4272,2026-07-15,WH-BLR-01,ITM-CPU-01,0,2,40,0,none,simulated,system_sim
4273,2026-07-15,WH-BLR-01,ITM-GPU-01,0,0,29,0,none,simulated,system_sim
4274,2026-07-15,WH-BLR-01,ITM-RAM-01,0,7,51,0,none,simulated,system_sim
4275,2026-07-15,WH-BLR-01,ITM-SSD-01,0,1,85,0,none,simulated,system_sim
4276,2026-07-15,WH-BLR-01,ITM-HDD-01,0,0,58,0,none,simulated,system_sim
4277,2026-07-15,WH-BLR-01,ITM-CHG-01,0,3,133,0,none,simulated,system_sim
4278,2026-07-15,WH-BLR-01,ITM-CBL-01,0,3,283,0,none,simulated,system_sim
4279,2026-07-15,WH-CHN-01,ITM-CPU-01,0,0,43,0,none,simulated,system_sim
4280,2026-07-15,WH-CHN-01,ITM-GPU-01,0,0,29,0,none,simulated,system_sim
4281,2026-07-15,WH-CHN-01,ITM-RAM-01,0,9,55,0,none,simulated,system_sim
4282,2026-07-15,WH-CHN-01,ITM-SSD-01,0,0,89,0,none,simulated,system_sim
4283,2026-07-15,WH-CHN-01,ITM-HDD-01,0,2,56,0,none,simulated,system_sim
4284,2026-07-15,WH-CHN-01,ITM-CHG-01,0,7,126,0,none,simulated,system_sim
4285,2026-07-15,WH-CHN-01,ITM-CBL-01,0,2,287,0,none,simulated,system_sim
4286,2026-07-15,WH-BOM-01,ITM-CPU-01,0,1,43,0,none,simulated,system_sim
4287,2026-07-15,WH-BOM-01,ITM-GPU-01,0,0,27,0,none,simulated,system_sim
4288,2026-07-15,WH-BOM-01,ITM-RAM-01,0,4,62,0,none,simulated,system_sim
4289,2026-07-15,WH-BOM-01,ITM-SSD-01,0,3,85,0,none,simulated,system_sim
4290,2026-07-15,WH-BOM-01,ITM-HDD-01,0,2,53,0,none,simulated,system_sim
4291,2026-07-15,WH-BOM-01,ITM-CHG-01,0,1,137,0,none,simulated,system_sim
4292,2026-07-15,WH-BOM-01,ITM-CBL-01,0,9,287,0,none,simulated,system_sim
4293,2026-07-15,WH-DEL-01,ITM-CPU-01,0,0,41,0,none,simulated,system_sim
4294,2026-07-15,WH-DEL-01,ITM-GPU-01,0,1,28,0,none,simulated,system_sim
4295,2026-07-15,WH-DEL-01,ITM-RAM-01,0,2,61,0,none,simulated,system_sim
4296,2026-07-15,WH-DEL-01,ITM-SSD-01,0,3,85,0,none,simulated,system_sim
4297,2026-07-15,WH-DEL-01,ITM-HDD-01,0,1,57,0,none,simulated,system_sim
4298,2026-07-15,WH-DEL-01,ITM-CHG-01,0,3,144,0,none,simulated,system_sim
4299,2026-07-15,WH-DEL-01,ITM-CBL-01,0,9,277,0,none,simulated,system_sim
4300,2026-07-15,WH-CCU-01,ITM-CPU-01,0,0,45,0,none,simulated,system_sim
4301,2026-07-15,WH-CCU-01,ITM-GPU-01,0,2,24,0,none,simulated,system_sim
4302,2026-07-15,WH-CCU-01,ITM-RAM-01,0,9,49,0,none,simulated,system_sim
4303,2026-07-15,WH-CCU-01,ITM-SSD-01,0,0,89,0,none,simulated,system_sim
4304,2026-07-15,WH-CCU-01,ITM-HDD-01,0,0,59,0,none,simulated,system_sim
4305,2026-07-15,WH-CCU-01,ITM-CHG-01,0,8,127,0,none,simulated,system_sim
4306,2026-07-15,WH-CCU-01,ITM-CBL-01,0,7,283,0,none,simulated,system_sim
4307,2026-07-16,WH-BLR-01,ITM-CPU-01,0,3,37,0,none,simulated,system_sim
4308,2026-07-16,WH-BLR-01,ITM-GPU-01,0,2,27,0,none,simulated,system_sim
4309,2026-07-16,WH-BLR-01,ITM-RAM-01,0,9,42,0,none,simulated,system_sim
4310,2026-07-16,WH-BLR-01,ITM-SSD-01,0,1,84,0,none,simulated,system_sim
4311,2026-07-16,WH-BLR-01,ITM-HDD-01,0,0,58,0,none,simulated,system_sim
4312,2026-07-16,WH-BLR-01,ITM-CHG-01,0,9,124,0,none,simulated,system_sim
4313,2026-07-16,WH-BLR-01,ITM-CBL-01,0,9,274,0,none,simulated,system_sim
4314,2026-07-16,WH-CHN-01,ITM-CPU-01,0,2,41,0,none,simulated,system_sim
4315,2026-07-16,WH-CHN-01,ITM-GPU-01,0,0,29,0,none,simulated,system_sim
4316,2026-07-16,WH-CHN-01,ITM-RAM-01,0,2,53,0,none,simulated,system_sim
4317,2026-07-16,WH-CHN-01,ITM-SSD-01,0,0,89,0,none,simulated,system_sim
4318,2026-07-16,WH-CHN-01,ITM-HDD-01,0,0,56,0,none,simulated,system_sim
4319,2026-07-16,WH-CHN-01,ITM-CHG-01,0,1,125,0,none,simulated,system_sim
4320,2026-07-16,WH-CHN-01,ITM-CBL-01,0,8,279,0,none,simulated,system_sim
4321,2026-07-16,WH-BOM-01,ITM-CPU-01,0,3,40,0,none,simulated,system_sim
4322,2026-07-16,WH-BOM-01,ITM-GPU-01,0,0,27,0,none,simulated,system_sim
4323,2026-07-16,WH-BOM-01,ITM-RAM-01,0,1,61,0,none,simulated,system_sim
4324,2026-07-16,WH-BOM-01,ITM-SSD-01,0,0,85,0,none,simulated,system_sim
4325,2026-07-16,WH-BOM-01,ITM-HDD-01,0,0,53,0,none,simulated,system_sim
4326,2026-07-16,WH-BOM-01,ITM-CHG-01,0,1,136,0,none,simulated,system_sim
4327,2026-07-16,WH-BOM-01,ITM-CBL-01,0,10,277,0,none,simulated,system_sim
4328,2026-07-16,WH-DEL-01,ITM-CPU-01,0,3,38,0,none,simulated,system_sim
4329,2026-07-16,WH-DEL-01,ITM-GPU-01,0,2,26,0,none,simulated,system_sim
4330,2026-07-16,WH-DEL-01,ITM-RAM-01,0,9,52,0,none,simulated,system_sim
4331,2026-07-16,WH-DEL-01,ITM-SSD-01,0,1,84,0,none,simulated,system_sim
4332,2026-07-16,WH-DEL-01,ITM-HDD-01,0,0,57,0,none,simulated,system_sim
4333,2026-07-16,WH-DEL-01,ITM-CHG-01,0,3,141,0,none,simulated,system_sim
4334,2026-07-16,WH-DEL-01,ITM-CBL-01,0,2,275,0,none,simulated,system_sim
4335,2026-07-16,WH-CCU-01,ITM-CPU-01,0,0,45,0,none,simulated,system_sim
4336,2026-07-16,WH-CCU-01,ITM-GPU-01,0,2,22,0,none,simulated,system_sim
4337,2026-07-16,WH-CCU-01,ITM-RAM-01,0,3,46,0,none,simulated,system_sim
4338,2026-07-16,WH-CCU-01,ITM-SSD-01,0,3,86,0,none,simulated,system_sim
4339,2026-07-16,WH-CCU-01,ITM-HDD-01,0,1,58,0,none,simulated,system_sim
4340,2026-07-16,WH-CCU-01,ITM-CHG-01,0,9,118,0,none,simulated,system_sim
4341,2026-07-16,WH-CCU-01,ITM-CBL-01,0,6,277,0,none,simulated,system_sim
4342,2026-07-17,WH-BLR-01,ITM-CPU-01,0,2,35,0,none,simulated,system_sim
4343,2026-07-17,WH-BLR-01,ITM-GPU-01,0,2,25,0,none,simulated,system_sim
4344,2026-07-17,WH-BLR-01,ITM-RAM-01,0,10,32,0,none,simulated,system_sim
4345,2026-07-17,WH-BLR-01,ITM-SSD-01,0,0,84,0,none,simulated,system_sim
4346,2026-07-17,WH-BLR-01,ITM-HDD-01,0,0,58,0,none,simulated,system_sim
4347,2026-07-17,WH-BLR-01,ITM-CHG-01,0,8,116,0,none,simulated,system_sim
4348,2026-07-17,WH-BLR-01,ITM-CBL-01,0,6,268,0,none,simulated,system_sim
4349,2026-07-17,WH-CHN-01,ITM-CPU-01,0,0,41,0,none,simulated,system_sim
4350,2026-07-17,WH-CHN-01,ITM-GPU-01,0,0,29,0,none,simulated,system_sim
4351,2026-07-17,WH-CHN-01,ITM-RAM-01,0,4,49,0,none,simulated,system_sim
4352,2026-07-17,WH-CHN-01,ITM-SSD-01,0,2,87,0,none,simulated,system_sim
4353,2026-07-17,WH-CHN-01,ITM-HDD-01,0,3,53,0,none,simulated,system_sim
4354,2026-07-17,WH-CHN-01,ITM-CHG-01,0,2,123,0,none,simulated,system_sim
4355,2026-07-17,WH-CHN-01,ITM-CBL-01,0,8,271,0,none,simulated,system_sim
4356,2026-07-17,WH-BOM-01,ITM-CPU-01,0,0,40,0,none,simulated,system_sim
4357,2026-07-17,WH-BOM-01,ITM-GPU-01,0,0,27,0,none,simulated,system_sim
4358,2026-07-17,WH-BOM-01,ITM-RAM-01,0,6,55,0,none,simulated,system_sim
4359,2026-07-17,WH-BOM-01,ITM-SSD-01,0,2,83,0,none,simulated,system_sim
4360,2026-07-17,WH-BOM-01,ITM-HDD-01,0,2,51,0,none,simulated,system_sim
4361,2026-07-17,WH-BOM-01,ITM-CHG-01,0,9,127,0,none,simulated,system_sim
4362,2026-07-17,WH-BOM-01,ITM-CBL-01,0,3,274,0,none,simulated,system_sim
4363,2026-07-17,WH-DEL-01,ITM-CPU-01,0,3,35,0,none,simulated,system_sim
4364,2026-07-17,WH-DEL-01,ITM-GPU-01,0,0,26,0,none,simulated,system_sim
4365,2026-07-17,WH-DEL-01,ITM-RAM-01,0,4,48,0,none,simulated,system_sim
4366,2026-07-17,WH-DEL-01,ITM-SSD-01,0,0,84,0,none,simulated,system_sim
4367,2026-07-17,WH-DEL-01,ITM-HDD-01,0,0,57,0,none,simulated,system_sim
4368,2026-07-17,WH-DEL-01,ITM-CHG-01,0,9,132,0,none,simulated,system_sim
4369,2026-07-17,WH-DEL-01,ITM-CBL-01,0,8,267,0,none,simulated,system_sim
4370,2026-07-17,WH-CCU-01,ITM-CPU-01,0,0,45,0,none,simulated,system_sim
4371,2026-07-17,WH-CCU-01,ITM-GPU-01,0,0,22,0,none,simulated,system_sim
4372,2026-07-17,WH-CCU-01,ITM-RAM-01,0,3,43,0,none,simulated,system_sim
4373,2026-07-17,WH-CCU-01,ITM-SSD-01,0,0,86,0,none,simulated,system_sim
4374,2026-07-17,WH-CCU-01,ITM-HDD-01,0,0,58,0,none,simulated,system_sim
4375,2026-07-17,WH-CCU-01,ITM-CHG-01,0,6,112,0,none,simulated,system_sim
4376,2026-07-17,WH-CCU-01,ITM-CBL-01,0,2,275,0,none,simulated,system_sim
4377,2026-07-18,WH-BLR-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4378,2026-07-18,WH-BLR-01,ITM-GPU-01,0,0,25,0,none,simulated,system_sim
4379,2026-07-18,WH-BLR-01,ITM-RAM-01,75,9,98,0,none,simulated,system_sim
4380,2026-07-18,WH-BLR-01,ITM-SSD-01,0,0,84,0,none,simulated,system_sim
4381,2026-07-18,WH-BLR-01,ITM-HDD-01,0,1,57,0,none,simulated,system_sim
4382,2026-07-18,WH-BLR-01,ITM-CHG-01,0,2,114,0,none,simulated,system_sim
4383,2026-07-18,WH-BLR-01,ITM-CBL-01,0,1,267,0,none,simulated,system_sim
4384,2026-07-18,WH-CHN-01,ITM-CPU-01,0,2,39,0,none,simulated,system_sim
4385,2026-07-18,WH-CHN-01,ITM-GPU-01,0,0,29,0,none,simulated,system_sim
4386,2026-07-18,WH-CHN-01,ITM-RAM-01,0,7,42,0,none,simulated,system_sim
4387,2026-07-18,WH-CHN-01,ITM-SSD-01,0,1,86,0,none,simulated,system_sim
4388,2026-07-18,WH-CHN-01,ITM-HDD-01,0,2,51,0,none,simulated,system_sim
4389,2026-07-18,WH-CHN-01,ITM-CHG-01,0,5,118,0,none,simulated,system_sim
4390,2026-07-18,WH-CHN-01,ITM-CBL-01,0,6,265,0,none,simulated,system_sim
4391,2026-07-18,WH-BOM-01,ITM-CPU-01,0,3,37,0,none,simulated,system_sim
4392,2026-07-18,WH-BOM-01,ITM-GPU-01,0,0,27,0,none,simulated,system_sim
4393,2026-07-18,WH-BOM-01,ITM-RAM-01,0,7,48,0,none,simulated,system_sim
4394,2026-07-18,WH-BOM-01,ITM-SSD-01,0,0,83,0,none,simulated,system_sim
4395,2026-07-18,WH-BOM-01,ITM-HDD-01,0,1,50,0,none,simulated,system_sim
4396,2026-07-18,WH-BOM-01,ITM-CHG-01,0,6,121,0,none,simulated,system_sim
4397,2026-07-18,WH-BOM-01,ITM-CBL-01,0,8,266,0,none,simulated,system_sim
4398,2026-07-18,WH-DEL-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4399,2026-07-18,WH-DEL-01,ITM-GPU-01,0,1,25,0,none,simulated,system_sim
4400,2026-07-18,WH-DEL-01,ITM-RAM-01,0,9,39,0,none,simulated,system_sim
4401,2026-07-18,WH-DEL-01,ITM-SSD-01,0,3,81,0,none,simulated,system_sim
4402,2026-07-18,WH-DEL-01,ITM-HDD-01,0,2,55,0,none,simulated,system_sim
4403,2026-07-18,WH-DEL-01,ITM-CHG-01,0,10,122,0,none,simulated,system_sim
4404,2026-07-18,WH-DEL-01,ITM-CBL-01,0,3,264,0,none,simulated,system_sim
4405,2026-07-18,WH-CCU-01,ITM-CPU-01,0,2,43,0,none,simulated,system_sim
4406,2026-07-18,WH-CCU-01,ITM-GPU-01,0,0,22,0,none,simulated,system_sim
4407,2026-07-18,WH-CCU-01,ITM-RAM-01,0,7,36,0,none,simulated,system_sim
4408,2026-07-18,WH-CCU-01,ITM-SSD-01,0,3,83,0,none,simulated,system_sim
4409,2026-07-18,WH-CCU-01,ITM-HDD-01,0,1,57,0,none,simulated,system_sim
4410,2026-07-18,WH-CCU-01,ITM-CHG-01,0,4,108,0,none,simulated,system_sim
4411,2026-07-18,WH-CCU-01,ITM-CBL-01,0,3,272,0,none,simulated,system_sim
4412,2026-07-19,WH-BLR-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4413,2026-07-19,WH-BLR-01,ITM-GPU-01,0,1,24,0,none,simulated,system_sim
4414,2026-07-19,WH-BLR-01,ITM-RAM-01,0,5,93,0,none,simulated,system_sim
4415,2026-07-19,WH-BLR-01,ITM-SSD-01,0,2,82,0,none,simulated,system_sim
4416,2026-07-19,WH-BLR-01,ITM-HDD-01,0,1,56,0,none,simulated,system_sim
4417,2026-07-19,WH-BLR-01,ITM-CHG-01,0,10,104,0,none,simulated,system_sim
4418,2026-07-19,WH-BLR-01,ITM-CBL-01,0,7,260,0,none,simulated,system_sim
4419,2026-07-19,WH-CHN-01,ITM-CPU-01,0,1,38,0,none,simulated,system_sim
4420,2026-07-19,WH-CHN-01,ITM-GPU-01,0,2,27,0,none,simulated,system_sim
4421,2026-07-19,WH-CHN-01,ITM-RAM-01,0,8,34,0,none,simulated,system_sim
4422,2026-07-19,WH-CHN-01,ITM-SSD-01,0,0,86,0,none,simulated,system_sim
4423,2026-07-19,WH-CHN-01,ITM-HDD-01,0,1,50,0,none,simulated,system_sim
4424,2026-07-19,WH-CHN-01,ITM-CHG-01,0,8,110,0,none,simulated,system_sim
4425,2026-07-19,WH-CHN-01,ITM-CBL-01,0,2,263,0,none,simulated,system_sim
4426,2026-07-19,WH-BOM-01,ITM-CPU-01,0,3,34,0,none,simulated,system_sim
4427,2026-07-19,WH-BOM-01,ITM-GPU-01,0,1,26,0,none,simulated,system_sim
4428,2026-07-19,WH-BOM-01,ITM-RAM-01,0,3,45,0,none,simulated,system_sim
4429,2026-07-19,WH-BOM-01,ITM-SSD-01,0,1,82,0,none,simulated,system_sim
4430,2026-07-19,WH-BOM-01,ITM-HDD-01,0,3,47,0,none,simulated,system_sim
4431,2026-07-19,WH-BOM-01,ITM-CHG-01,0,7,114,0,none,simulated,system_sim
4432,2026-07-19,WH-BOM-01,ITM-CBL-01,0,4,262,0,none,simulated,system_sim
4433,2026-07-19,WH-DEL-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4434,2026-07-19,WH-DEL-01,ITM-GPU-01,0,2,23,0,none,simulated,system_sim
4435,2026-07-19,WH-DEL-01,ITM-RAM-01,0,4,35,0,none,simulated,system_sim
4436,2026-07-19,WH-DEL-01,ITM-SSD-01,0,2,79,0,none,simulated,system_sim
4437,2026-07-19,WH-DEL-01,ITM-HDD-01,0,3,52,0,none,simulated,system_sim
4438,2026-07-19,WH-DEL-01,ITM-CHG-01,0,5,117,0,none,simulated,system_sim
4439,2026-07-19,WH-DEL-01,ITM-CBL-01,0,2,262,0,none,simulated,system_sim
4440,2026-07-19,WH-CCU-01,ITM-CPU-01,0,3,40,0,none,simulated,system_sim
4441,2026-07-19,WH-CCU-01,ITM-GPU-01,0,0,22,0,none,simulated,system_sim
4442,2026-07-19,WH-CCU-01,ITM-RAM-01,75,5,106,0,none,simulated,system_sim
4443,2026-07-19,WH-CCU-01,ITM-SSD-01,0,3,80,0,none,simulated,system_sim
4444,2026-07-19,WH-CCU-01,ITM-HDD-01,0,2,55,0,none,simulated,system_sim
4445,2026-07-19,WH-CCU-01,ITM-CHG-01,0,2,106,0,none,simulated,system_sim
4446,2026-07-19,WH-CCU-01,ITM-CBL-01,0,1,271,0,none,simulated,system_sim
4447,2026-07-20,WH-BLR-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4448,2026-07-20,WH-BLR-01,ITM-GPU-01,0,0,24,0,none,simulated,system_sim
4449,2026-07-20,WH-BLR-01,ITM-RAM-01,0,10,83,0,none,simulated,system_sim
4450,2026-07-20,WH-BLR-01,ITM-SSD-01,0,3,79,0,none,simulated,system_sim
4451,2026-07-20,WH-BLR-01,ITM-HDD-01,0,0,56,0,none,simulated,system_sim
4452,2026-07-20,WH-BLR-01,ITM-CHG-01,0,4,100,0,none,simulated,system_sim
4453,2026-07-20,WH-BLR-01,ITM-CBL-01,0,4,256,0,none,simulated,system_sim
4454,2026-07-20,WH-CHN-01,ITM-CPU-01,0,2,36,0,none,simulated,system_sim
4455,2026-07-20,WH-CHN-01,ITM-GPU-01,0,2,25,0,none,simulated,system_sim
4456,2026-07-20,WH-CHN-01,ITM-RAM-01,75,8,101,0,none,simulated,system_sim
4457,2026-07-20,WH-CHN-01,ITM-SSD-01,0,1,85,0,none,simulated,system_sim
4458,2026-07-20,WH-CHN-01,ITM-HDD-01,0,2,48,0,none,simulated,system_sim
4459,2026-07-20,WH-CHN-01,ITM-CHG-01,0,6,104,0,none,simulated,system_sim
4460,2026-07-20,WH-CHN-01,ITM-CBL-01,0,7,256,0,none,simulated,system_sim
4461,2026-07-20,WH-BOM-01,ITM-CPU-01,0,3,31,0,none,simulated,system_sim
4462,2026-07-20,WH-BOM-01,ITM-GPU-01,0,0,26,0,none,simulated,system_sim
4463,2026-07-20,WH-BOM-01,ITM-RAM-01,0,4,41,0,none,simulated,system_sim
4464,2026-07-20,WH-BOM-01,ITM-SSD-01,0,3,79,0,none,simulated,system_sim
4465,2026-07-20,WH-BOM-01,ITM-HDD-01,0,0,47,0,none,simulated,system_sim
4466,2026-07-20,WH-BOM-01,ITM-CHG-01,0,2,112,0,none,simulated,system_sim
4467,2026-07-20,WH-BOM-01,ITM-CBL-01,0,8,254,0,none,simulated,system_sim
4468,2026-07-20,WH-DEL-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4469,2026-07-20,WH-DEL-01,ITM-GPU-01,0,2,21,0,none,simulated,system_sim
4470,2026-07-20,WH-DEL-01,ITM-RAM-01,75,3,107,0,none,simulated,system_sim
4471,2026-07-20,WH-DEL-01,ITM-SSD-01,0,1,78,0,none,simulated,system_sim
4472,2026-07-20,WH-DEL-01,ITM-HDD-01,0,3,49,0,none,simulated,system_sim
4473,2026-07-20,WH-DEL-01,ITM-CHG-01,0,10,107,0,none,simulated,system_sim
4474,2026-07-20,WH-DEL-01,ITM-CBL-01,0,1,261,0,none,simulated,system_sim
4475,2026-07-20,WH-CCU-01,ITM-CPU-01,0,0,40,0,none,simulated,system_sim
4476,2026-07-20,WH-CCU-01,ITM-GPU-01,0,1,21,0,none,simulated,system_sim
4477,2026-07-20,WH-CCU-01,ITM-RAM-01,0,1,105,0,none,simulated,system_sim
4478,2026-07-20,WH-CCU-01,ITM-SSD-01,0,3,77,0,none,simulated,system_sim
4479,2026-07-20,WH-CCU-01,ITM-HDD-01,0,3,52,0,none,simulated,system_sim
4480,2026-07-20,WH-CCU-01,ITM-CHG-01,0,1,105,0,none,simulated,system_sim
4481,2026-07-20,WH-CCU-01,ITM-CBL-01,0,8,263,0,none,simulated,system_sim
4482,2026-07-21,WH-BLR-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4483,2026-07-21,WH-BLR-01,ITM-GPU-01,0,1,23,0,none,simulated,system_sim
4484,2026-07-21,WH-BLR-01,ITM-RAM-01,0,8,75,0,none,simulated,system_sim
4485,2026-07-21,WH-BLR-01,ITM-SSD-01,0,2,77,0,none,simulated,system_sim
4486,2026-07-21,WH-BLR-01,ITM-HDD-01,0,0,56,0,none,simulated,system_sim
4487,2026-07-21,WH-BLR-01,ITM-CHG-01,0,1,99,0,none,simulated,system_sim
4488,2026-07-21,WH-BLR-01,ITM-CBL-01,0,1,255,0,none,simulated,system_sim
4489,2026-07-21,WH-CHN-01,ITM-CPU-01,0,1,35,0,none,simulated,system_sim
4490,2026-07-21,WH-CHN-01,ITM-GPU-01,0,0,25,0,none,simulated,system_sim
